age,gender,residing_country,education_level,employment_status,relationship_status,cohabiting_adults_no,cohabiting_kids_no,perceived_stress_level,happiness_score
26.0,Female,Spain,Some University or equivalent,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
19.0,Male,Ireland,Some University or equivalent,Others,Single,1.0,2.0,high,7.085299968719482
40.0,Male,Guatemala,University degree,Employed,Married,1.0,2.0,high,6.434500217437744
57.0,Female,Spain,University degree,Employed,Dating,0.0,0.0,low,6.490699768066406
49.0,Female,Spain,University degree,Employed,Married,1.0,2.0,low,6.490699768066406
59.0,Female,Costa Rica,University degree,Unemployed,Married,2.0,0.0,low,7.069399833679199
43.0,Female,Ireland,University degree,Employed,Single,0.0,0.0,low,7.085299968719482
41.0,Female,Guatemala,University degree,Unemployed,Dating,2.0,0.0,high,6.434500217437744
36.0,Female,Spain,Some University or equivalent,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
34.0,Male,Slovakia,Some University or equivalent,Employed,Married,1.0,2.0,low,6.330900192260742
72.0,Female,Costa Rica,University degree,Others,Married,1.0,0.0,high,7.069399833679199
44.0,Male,Spain,University degree,Employed,Single,0.0,0.0,low,6.490699768066406
50.0,Female,Spain,PhD / Doctorate,Employed,Widowed,2.0,0.0,low,6.490699768066406
29.0,Female,Costa Rica,University degree,Employed,Cohabitating,3.0,0.0,low,7.069399833679199
30.0,Female,Norway,University degree,Employed,Cohabitating,1.0,0.0,high,7.392499923706055
47.0,Female,Norway,Some University or equivalent,Employed,Cohabitating,1.0,1.0,low,7.392499923706055
29.0,Female,Spain,University degree,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
22.0,Female,Ireland,Some University or equivalent,Others,Dating,2.0,0.0,high,7.085299968719482
25.0,Female,Ireland,University degree,Employed,Dating,2.0,0.0,high,7.085299968719482
22.0,Male,Spain,University degree,Employed,Single,3.0,0.0,high,6.490699768066406
28.0,Female,Norway,University degree,Employed,Cohabitating,1.0,0.0,low,7.392499923706055
50.0,Male,Spain,University degree,Employed,Cohabitating,1.0,3.0,high,6.490699768066406
32.0,Female,Slovakia,University degree,Employed,Married,1.0,1.0,low,6.330900192260742
36.0,Female,Guatemala,University degree,Employed,Married,1.0,2.0,high,6.434500217437744
28.0,Male,Spain,PhD / Doctorate,Employed,Single,1.0,0.0,low,6.490699768066406
40.0,Female,Norway,University degree,Employed,Married,1.0,2.0,high,7.392499923706055
41.0,Female,Spain,PhD / Doctorate,Employed,Married,1.0,1.0,low,6.490699768066406
28.0,Female,Guatemala,University degree,Employed,Single,4.0,0.0,high,6.434500217437744
40.0,Female,Ireland,University degree,Employed,Married,1.0,1.0,low,7.085299968719482
35.0,Male,Spain,University degree,Employed,Cohabitating,1.0,0.0,low,6.490699768066406
55.0,Female,Spain,University degree,Employed,Cohabitating,0.0,0.0,low,6.490699768066406
19.0,Male,Ireland,Some University or equivalent,Employed,Single,0.0,1.0,high,7.085299968719482
33.0,Female,Ireland,University degree,Employed,Married,1.0,0.0,high,7.085299968719482
30.0,Female,Spain,University degree,Employed,Dating,2.0,0.0,high,6.490699768066406
68.0,Female,Uruguay,University degree,Others,Widowed,0.0,0.0,low,6.431399822235107
18.0,Female,Ecuador,Some University or equivalent,Others,Single,2.0,1.0,low,5.763999938964844
52.0,Male,Ireland,University degree,Employed,Single,1.0,0.0,high,7.085299968719482
26.0,Female,Ecuador,University degree,Employed,Single,4.0,0.0,low,5.763999938964844
29.0,Female,Spain,University degree,Employed,Cohabitating,1.0,0.0,low,6.490699768066406
44.0,Female,Spain,Some University or equivalent,Unemployed,Married,1.0,2.0,high,6.490699768066406
18.0,Female,Ireland,Some University or equivalent,Employed,Single,2.0,1.0,high,7.085299968719482
34.0,Female,Ireland,University degree,Unemployed,Dating,3.0,0.0,high,7.085299968719482
30.0,Female,Spain,Some University or equivalent,Employed,Dating,1.0,0.0,low,6.490699768066406
21.0,Female,Ireland,Some University or equivalent,Employed,Single,2.0,1.0,high,7.085299968719482
19.0,Female,Ecuador,Some University or equivalent,Others,Single,3.0,0.0,high,5.763999938964844
44.0,Male,Ireland,University degree,Employed,Dating,0.0,0.0,low,7.085299968719482
28.0,Male,Spain,University degree,Employed,Single,0.0,0.0,low,6.490699768066406
27.0,Female,Spain,University degree,Unemployed,Dating,2.0,0.0,low,6.490699768066406
28.0,Female,Spain,less than 12 years of school,Employed,Dating,0.0,0.0,high,6.490699768066406
29.0,Female,Costa Rica,University degree,Employed,Cohabitating,1.0,0.0,low,7.069399833679199
25.0,Male,Ireland,University degree,Others,Dating,0.0,0.0,high,7.085299968719482
31.0,Female,Costa Rica,Up to 12 years of school,Employed,Single,3.0,4.0,high,7.069399833679199
56.0,Male,Spain,Some University or equivalent,Employed,Married,1.0,0.0,low,6.490699768066406
44.0,Female,Spain,University degree,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
29.0,Male,Uruguay,University degree,Employed,Single,1.0,0.0,high,6.431399822235107
48.0,Female,Ecuador,University degree,Employed,Separated / divorced,1.0,0.0,low,5.763999938964844
73.0,Female,Norway,University degree,Others,Married,1.0,0.0,low,7.392499923706055
27.0,Female,Ireland,University degree,Others,Cohabitating,1.0,0.0,high,7.085299968719482
38.0,Female,Spain,University degree,Employed,Dating,1.0,0.0,low,6.490699768066406
44.0,Female,Ecuador,PhD / Doctorate,Employed,Married,1.0,1.0,high,5.763999938964844
38.0,Female,Ireland,University degree,Employed,Married,1.0,0.0,high,7.085299968719482
45.0,Female,Spain,University degree,Employed,Married,1.0,0.0,high,6.490699768066406
55.0,Female,Spain,University degree,Employed,Married,1.0,0.0,high,6.490699768066406
65.0,Female,Ecuador,University degree,Employed,Married,2.0,0.0,low,5.763999938964844
75.0,Male,Costa Rica,Some University or equivalent,Others,Widowed,1.0,0.0,low,7.069399833679199
40.0,Male,Norway,University degree,Employed,Married,1.0,3.0,low,7.392499923706055
56.0,Female,Ireland,Some University or equivalent,Others,Married,2.0,0.0,low,7.085299968719482
29.0,Female,Spain,University degree,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
19.0,Female,Ireland,Some University or equivalent,Employed,Single,2.0,1.0,low,7.085299968719482
49.0,Female,Ecuador,Up to 12 years of school,Unemployed,Married,3.0,0.0,high,5.763999938964844
22.0,Female,Spain,Some University or equivalent,Unemployed,Cohabitating,3.0,0.0,high,6.490699768066406
18.0,Male,Ireland,Some University or equivalent,Others,Single,3.0,0.0,high,7.085299968719482
36.0,Male,Costa Rica,Up to 12 years of school,Employed,Single,0.0,0.0,low,7.069399833679199
38.0,Female,Uruguay,University degree,Employed,Married,1.0,2.0,low,6.431399822235107
56.0,Female,Ireland,University degree,Employed,Single,0.0,0.0,high,7.085299968719482
65.0,Female,Guatemala,University degree,Employed,Married,2.0,0.0,low,6.434500217437744
55.0,Female,Ecuador,Some University or equivalent,Employed,Widowed,2.0,0.0,low,5.763999938964844
65.0,Female,Guatemala,PhD / Doctorate,Employed,Married,3.0,1.0,low,6.434500217437744
48.0,Female,Ecuador,University degree,Employed,Married,2.0,1.0,low,5.763999938964844
66.0,Female,Guatemala,Some University or equivalent,Others,Married,2.0,0.0,low,6.434500217437744
53.0,Female,Ecuador,Up to 12 years of school,Employed,Married,4.0,0.0,low,5.763999938964844
38.0,Female,Guatemala,University degree,Employed,Married,1.0,2.0,low,6.434500217437744
46.0,Female,Uruguay,Some University or equivalent,Employed,Cohabitating,2.0,1.0,low,6.431399822235107
54.0,Female,Uruguay,University degree,Employed,Married,3.0,0.0,low,6.431399822235107
29.0,Female,Norway,University degree,Employed,Cohabitating,1.0,1.0,low,7.392499923706055
65.0,Female,Guatemala,Some University or equivalent,Employed,Married,0.0,0.0,low,6.434500217437744
31.0,Male,Malaysia,University degree,Employed,Single,0.0,0.0,low,5.384300231933594
39.0,Female,Norway,PhD / Doctorate,Employed,Married,1.0,2.0,low,7.392499923706055
50.0,Female,Ireland,University degree,Employed,Married,3.0,0.0,high,7.085299968719482
27.0,Female,Norway,University degree,Employed,Cohabitating,1.0,0.0,low,7.392499923706055
25.0,Female,Norway,University degree,Others,Single,2.0,0.0,low,7.392499923706055
46.0,Male,Ireland,University degree,Employed,Married,1.0,0.0,high,7.085299968719482
49.0,Male,Ireland,University degree,Employed,Single,1.0,0.0,low,7.085299968719482
65.0,Male,Spain,Some University or equivalent,Others,Married,1.0,0.0,high,6.490699768066406
29.0,Female,Spain,University degree,Employed,Single,2.0,0.0,high,6.490699768066406
51.0,Female,Norway,PhD / Doctorate,Employed,Separated / divorced,0.0,0.0,high,7.392499923706055
54.0,Male,Norway,Some University or equivalent,Employed,Married,1.0,0.0,low,7.392499923706055
30.0,Female,Bulgaria,Some University or equivalent,Unemployed,Dating,1.0,0.0,low,5.265500068664551
20.0,Female,Malaysia,Some University or equivalent,Others,Single,4.0,1.0,high,5.384300231933594
35.0,Male,Ireland,University degree,Employed,Married,1.0,2.0,high,7.085299968719482
22.0,Female,Bulgaria,Some University or equivalent,Employed,Single,0.0,0.0,high,5.265500068664551
44.0,Male,Spain,Some University or equivalent,Employed,Single,1.0,0.0,high,6.490699768066406
44.0,Male,Spain,University degree,Employed,Married,1.0,0.0,low,6.490699768066406
35.0,Male,Spain,University degree,Employed,Cohabitating,1.0,2.0,low,6.490699768066406
59.0,Female,Norway,University degree,Employed,Married,2.0,0.0,low,7.392499923706055
38.0,Female,Bulgaria,PhD / Doctorate,Employed,Married,1.0,4.0,low,5.265500068664551
26.0,Female,Bulgaria,University degree,Employed,Single,0.0,0.0,low,5.265500068664551
36.0,Male,Bulgaria,PhD / Doctorate,Employed,Other or would not say,0.0,0.0,low,5.265500068664551
27.0,Female,Bulgaria,University degree,Employed,Dating,2.0,0.0,high,5.265500068664551
43.0,Female,Bulgaria,University degree,Employed,Married,1.0,1.0,high,5.265500068664551
62.0,Female,Bulgaria,PhD / Doctorate,Employed,Widowed,1.0,0.0,low,5.265500068664551
38.0,Female,Bulgaria,University degree,Employed,Cohabitating,1.0,2.0,high,5.265500068664551
32.0,Female,Bulgaria,University degree,Employed,Cohabitating,1.0,0.0,high,5.265500068664551
51.0,Female,Ireland,University degree,Employed,Married,1.0,0.0,high,7.085299968719482
38.0,Female,Bulgaria,University degree,Employed,Cohabitating,1.0,1.0,high,5.265500068664551
54.0,Female,Bulgaria,PhD / Doctorate,Employed,Married,1.0,0.0,low,5.265500068664551
50.0,Male,Spain,Some University or equivalent,Others,Separated / divorced,3.0,0.0,high,6.490699768066406
44.0,Female,Bulgaria,University degree,Employed,Separated / divorced,0.0,0.0,high,5.265500068664551
60.0,Female,Bulgaria,PhD / Doctorate,Employed,Cohabitating,1.0,0.0,low,5.265500068664551
44.0,Female,Norway,University degree,Employed,Married,1.0,3.0,low,7.392499923706055
30.0,Female,Uruguay,University degree,Employed,Married,1.0,0.0,high,6.431399822235107
34.0,Male,Bulgaria,University degree,Employed,Single,0.0,0.0,low,5.265500068664551
26.0,Female,Bulgaria,University degree,Employed,Cohabitating,1.0,0.0,high,5.265500068664551
18.0,Female,Honduras,Up to 12 years of school,Others,Single,0.0,1.0,high,5.9191999435424805
20.0,Male,Honduras,less than 12 years of school,Unemployed,Single,3.0,0.0,high,5.9191999435424805
32.0,Female,Costa Rica,Some University or equivalent,Employed,Dating,2.0,1.0,low,7.069399833679199
37.0,Female,Costa Rica,Some University or equivalent,Unemployed,Single,2.0,1.0,low,7.069399833679199
23.0,Female,Bulgaria,Some University or equivalent,Others,Dating,1.0,0.0,high,5.265500068664551
62.0,Female,Bulgaria,University degree,Employed,Separated / divorced,1.0,0.0,low,5.265500068664551
63.0,Female,Norway,University degree,Employed,Cohabitating,1.0,0.0,low,7.392499923706055
21.0,Female,Ireland,Some University or equivalent,Employed,Single,3.0,0.0,high,7.085299968719482
35.0,Female,Bulgaria,University degree,Employed,Cohabitating,1.0,2.0,low,5.265500068664551
61.0,Female,Guatemala,University degree,Employed,Married,5.0,0.0,low,6.434500217437744
48.0,Female,Ireland,University degree,Employed,Married,2.0,0.0,high,7.085299968719482
22.0,Male,Ireland,Some University or equivalent,Others,Dating,0.0,0.0,high,7.085299968719482
35.0,Female,Costa Rica,University degree,Employed,Cohabitating,1.0,1.0,high,7.069399833679199
20.0,Female,Ireland,Some University or equivalent,Others,Dating,2.0,1.0,high,7.085299968719482
41.0,Female,Bulgaria,University degree,Employed,Single,0.0,0.0,low,5.265500068664551
19.0,Female,Ireland,Some University or equivalent,Others,Single,3.0,1.0,low,7.085299968719482
25.0,Male,Costa Rica,University degree,Employed,Single,0.0,0.0,low,7.069399833679199
62.0,Male,Ecuador,University degree,Employed,Married,3.0,0.0,high,5.763999938964844
26.0,Female,Ireland,University degree,Employed,Dating,3.0,4.0,high,7.085299968719482
30.0,Male,Malaysia,University degree,Others,Single,0.0,0.0,high,5.384300231933594
58.0,Female,Honduras,University degree,Employed,Single,2.0,0.0,low,5.9191999435424805
29.0,Male,Malaysia,University degree,Unemployed,Single,3.0,0.0,high,5.384300231933594
27.0,Female,Bulgaria,University degree,Employed,Dating,3.0,0.0,low,5.265500068664551
20.0,Female,Malaysia,Some University or equivalent,Others,Single,0.0,0.0,low,5.384300231933594
62.0,Male,Bulgaria,Some University or equivalent,Employed,Married,0.0,0.0,low,5.265500068664551
36.0,Female,Bulgaria,University degree,Employed,Married,1.0,1.0,high,5.265500068664551
32.0,Female,Malaysia,University degree,Others,Married,0.0,1.0,high,5.384300231933594
61.0,Female,Slovakia,Up to 12 years of school,Employed,Married,1.0,0.0,high,6.330900192260742
36.0,Female,Spain,University degree,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
34.0,Female,Bulgaria,University degree,Employed,Dating,1.0,2.0,high,5.265500068664551
66.0,Female,Slovakia,PhD / Doctorate,Employed,Separated / divorced,0.0,0.0,low,6.330900192260742
26.0,Female,Malaysia,University degree,Others,Single,3.0,0.0,high,5.384300231933594
26.0,Female,Bulgaria,Some University or equivalent,Employed,Dating,1.0,0.0,low,5.265500068664551
25.0,Female,Bulgaria,University degree,Employed,Dating,0.0,0.0,high,5.265500068664551
20.0,Female,Ireland,Some University or equivalent,Others,Dating,4.0,1.0,high,7.085299968719482
47.0,Male,Bulgaria,PhD / Doctorate,Employed,Married,1.0,1.0,low,5.265500068664551
38.0,Female,Slovakia,University degree,Employed,Dating,0.0,0.0,high,6.330900192260742
37.0,Female,Spain,University degree,Employed,Single,2.0,0.0,high,6.490699768066406
25.0,Female,Ireland,University degree,Employed,Single,0.0,0.0,high,7.085299968719482
19.0,Female,Ireland,Some University or equivalent,Others,Single,2.0,0.0,high,7.085299968719482
48.0,Female,Slovakia,University degree,Employed,Married,2.0,1.0,low,6.330900192260742
42.0,Female,Ireland,University degree,Employed,Married,1.0,3.0,low,7.085299968719482
19.0,Female,Bulgaria,Up to 12 years of school,Others,Single,3.0,0.0,low,5.265500068664551
34.0,Female,Guatemala,less than 12 years of school,Employed,Single,4.0,0.0,high,6.434500217437744
43.0,Female,Malaysia,University degree,Others,Married,1.0,0.0,low,5.384300231933594
54.0,Male,Ireland,University degree,Employed,Married,0.0,0.0,low,7.085299968719482
33.0,Female,Costa Rica,University degree,Employed,Single,0.0,0.0,low,7.069399833679199
20.0,Female,Bulgaria,Some University or equivalent,Others,Dating,3.0,1.0,high,5.265500068664551
38.0,Female,Bulgaria,University degree,Employed,Married,2.0,2.0,low,5.265500068664551
21.0,Female,Ireland,Some University or equivalent,Employed,Dating,2.0,0.0,high,7.085299968719482
20.0,Female,Ireland,Some University or equivalent,Others,Single,5.0,0.0,high,7.085299968719482
25.0,Male,Bulgaria,University degree,Employed,Single,0.0,0.0,low,5.265500068664551
19.0,Female,Slovakia,Up to 12 years of school,Others,Single,2.0,2.0,high,6.330900192260742
20.0,Female,Bulgaria,Some University or equivalent,Others,Single,2.0,0.0,high,5.265500068664551
39.0,Female,Czech Republic,PhD / Doctorate,Employed,Other or would not say,0.0,0.0,low,6.964700222015381
81.0,Male,Uruguay,PhD / Doctorate,Others,Single,0.0,0.0,high,6.431399822235107
20.0,Male,Ireland,Some University or equivalent,Employed,Dating,3.0,2.0,high,7.085299968719482
33.0,Female,Malaysia,University degree,Employed,Single,1.0,0.0,high,5.384300231933594
21.0,Female,Bulgaria,Some University or equivalent,Employed,Dating,1.0,0.0,high,5.265500068664551
19.0,Female,Bulgaria,Up to 12 years of school,Unemployed,Single,2.0,1.0,high,5.265500068664551
30.0,Female,Slovakia,University degree,Unemployed,Single,0.0,0.0,high,6.330900192260742
20.0,Female,Ireland,Some University or equivalent,Employed,Single,2.0,0.0,high,7.085299968719482
38.0,Male,Ireland,University degree,Employed,Cohabitating,2.0,1.0,high,7.085299968719482
30.0,Female,Ireland,University degree,Employed,Single,2.0,0.0,high,7.085299968719482
55.0,Female,Costa Rica,University degree,Employed,Dating,2.0,0.0,low,7.069399833679199
30.0,Female,Costa Rica,University degree,Employed,Married,0.0,0.0,high,7.069399833679199
